,job_title,company,experience,location,description,skills_required,min_experience
105,Python,    bigstep technologies pvt ltd        ,3 - 7 ,Gurgaon,Desired candidates must have 3-7 years experience in Python development with good expertise in developing web-based applications in Python using frameworks such as Flask or Dj... ,"restapi,docker,postgresql,webdevelopment,api,mongodb,python,mobile,django",3
106,Python,    Gibots        ,1 - 2 ,Pune,"Python Developer Exp: 1-2 yearsPuneWrite reusable , testable ,  and efficient codeDesign and implement of low-latency , high-availability ,  and performance ap... ","python,elementsdeveloped,performanceapplications",1
107,Python,    Anantha Cyber Tech Pvt Limited        ,3 - 6 ,Hyderabad/Secunderabad,Job title Openings for Python Developer Designation Python Developer Description Required Skills : # Strong Working Experience Python Development. # Good Experience in C OR C ... ,"python,c,c,informationtechnology",3
108,Python,    Splice Global Services Pvt Ltd        ,2 - 5 ,Gurgaon,"Experience : 1 - 5 yearsSkills : OOPS Concept ,  Python ,  DjangoJob Location : GurugramPrimary Responsibilities Include:Design and develop software for medium and large-scale... ","python,django,git,postgresql,oops,linux,mysql",2
109,Python,    Doodleblue Innovations Pvt Ltd        ,0 - 3 ,Chennai,Python Developer Hands on experience in Python Development is a mustExperience in Django and flask frameworkGood understanding of server-side templating languages like jinjaUn... ,"python,database,django,git,html5,debugging,javascript,jquery",0
110,Python,    staffiohr        ,5 - 10 ,Hyderabad/Secunderabad,Experience: 5 - 10 yearsCTC: 10 - 20 LPAEducation: BE/B.TechTalents based out of Hyderabad OnlyRole Summary:This position is a hands-on Python  /  SQL software developer role ... ,"python,problemsolving,storage,sql,infrastructure,managementsystems,softwaredeveloper",5
111,Python,    Staffio Search        ,5 - 10 ,Hyderabad/Secunderabad,Experience: 5 - 10 yearsCTC: 10 - 20 LPAEducation: BE/B.TechTalents based out of Hyderabad OnlyRole Summary:This position is a hands-on Python  /  SQL software developer role ... ,"python,problemsolving,storage,sql,infrastructure,managementsystems,softwaredeveloper",5
112,Python,    Grid Logic Software        ,2 - 7 ,Hyderabad/Secunderabad,Python Developer -We're looking for a talented Django / Python engineer to join the team and manage our products and platforms for India and the Global markets. In addition to... ,"python,css,mobile,teamplayer,javascript,django,linux,html",2
113,Python,    mquotient solutions        ,1 - 4 ,Pune,What would you be doing? You will be working in our R & D Lab where we do all our experiments and inventions. These are rapid prototyping where we do amazing innovations. It i... ,"python,django,webtechnologies,linux,mysql,cloudcomputing",1
114,Python,    Coverfox.com        ,1 - 3 ,Mumbai,BTech / BEMust be comfortable working on Linux based OSMust be comfortable with all python conceptsOptional but preferred - experience in Django frameworkWork DescriptionThe d... ,"python,django,os,restapi,linux,problemsolving,api,soap",1
115,Python,    TandA HR Solutions        ,4 - 6 ,Gurgaon,"Skills RequiredExpert in python programming.o Very good at OOPS and design patternso Experience with Web Technologies like Django ,  Mongo DB etco Database programming  MySQLo... ","algorithms,python,django,databaseprogramming,oops,webtechnologies,debugging,mysql",4
116,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,5 - 10 ,Pune,Job Description :Experience: 5 - 10 YearsEducation: BE  ( CS )  OR EquivalentDesired Skills  &  Experience:Candidate must have 5 to 10 years of experienceMust have experience ... ,"securitycompliance,python,html5,mobile,svn,javascript,database,django,git,debugging",5
117,Python,    KIWITECH        ,3 - 6 ,Noida/GreaterNoida," Deep web development experience using PythonExposure of working in the Linux environmentShould have experience on frameworks like Django ,  zope ,  web.py ,  ... ","algorithms,python,css,javascript,jquery,webprogramming,oop,django,zope,linux,webdevelopment,html,datastructures",3
118,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,1 - 3 ,Indore,"Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 1 - 3 YearsSkills : python ,  django ,  mongodb ,  awsJob Description :Job descrip... ","python,css,html5,javascript,database,django,protocoltesting,postgresql,systemdevelopment,html,mysql,api,mongodb",1
119,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,7 - 9 ,Pune,"Qualification : BE /  ME /  BCA /  MCA- Any Computer /  IT Degree Experience : 7 - 9 YearsSkills : Python ,  Django ,  Analyst ,  AnalysisJob Description :Job DescriptionJob D... ","websphere,c,socketprogramming,sql,apache,xml,linux,json,debugging,python,tornado,c,problemsolving,django",7
120,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,8 - 10 ,Indore,"Lead-PythonIndore ,  Madhya Pradesh Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 8 - 10 YearsSkills : Python ,  API's and toolk... ","oop,database,git,debugging,datastructures,api,mvc,technicalskills,mongodb,python,nosql,django,gateway",8
121,Python,    GDB Technologies pvt. Ltd. Pune        ,3 - 7 ,Pune,"Experience and deep knowledge of Python core concepts.Knowledge of various Python frameworks and libraries like Twisted ,  Flask ,  Django ,  Tornado etc.Knowledge of object-r... ","rest,python,c,tornado,c,machinelearning,javascript,nosql,docker,django,git,java,postgresql,webtechnologies,mysql,bigdata,mongodb",3
122,Python,    CONNECTING 2 WORK        ,0 - 3 ,Cochin/Kochi/Ernakulam,"Job Description Expert in Python ,  with knowledge of at least one Python web framework DjangoFamiliarity with some ORM  ( Object Relational Mapper )  librariesAble to integra... ","securitycompliance,python,html5,mobile,javascript,database,django,debugging",0
123,Python,    Minivet System        ,1 - 4 ,Kolkata,"Python Developer Ideal candidates must be fully competent with key technical skills including:- Expert in Python ,  must know atleast one Python web framework such as Django ,... ","python,nosql,django,postgresql,multithreading,mysql,technicalskills,mongodb,couchdb,middleware",1
124,No title,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,sql,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
125,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
126,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
127,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,infrastructure,sqldatabase",5
128,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
129,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
130,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
131,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,sql,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
132,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,sqldatabase",5
133,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,database,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,infrastructure,sqldatabase",5
134,Python,    NTT Data Vertex Software Inc.        ,5 - 8 ,,"Brief description of job duties:We seek a Mid Software Engineer who will maintain ,  integrate ,  and implement software applications within the organization. In this role ,  ... ","docker,postgresql,softwareengineer,mysql,api,cli,python,github,softwaretesting,django,infrastructure,sqldatabase",5
135,Python,    Forstaffing        ,8 - 12 ,"Delhi,Delhi/NCR",Job Location: New DelhiExcellent at working with Python.Experience with a Web development framework like Django or Flask.Very good working experience in database and can write... ,"python,css,tornado,mobile,jquery,database,django,webtechnologies,webdevelopment,html",8
136,Python,    Tech Active Solutions India        ,1 - 3 ,Bengaluru/Bangalore,"Role Type: Full Time Work Experience: 1  3 YEARS Location: Bangalore Architect ,  develop and deploy software using Django /  Python.Strong hands on experience... ","algorithms,python,css,rdbms,html5,bootstrap,javascript,jquery,django,git,postgresql,linux,mysql,html",1
137,Python,    Zealogics LLC.        ,0 - 3 ,,Fluent in Django web frame work. We use Django to build EDEV component / BOM DB and Firmware release / command DB. We plan to add error code DB in future.Web front end develop... ,"san,python,css,javascript,jquery,django,html",0
138,Python,    infoanalytica consulting pvt ltd        ,3 - 5 ,Ahmedabad,The key aspects of this role: Proficient in Python  ( Versions: 2.x and 3.x ) Should be able to design and maintain databases in MySQL and MS SQL.Should possess good fundament... ,"fundamentals,python,datamining,machinelearning,javascript,sql,businessobjects,xml,mysql,softwareengineer,objectorientedprogramming",3
139,Python,    Mind Digital Group        ,2 - 5 ,"Delhi,Delhi/NCR","You will test and deliver solid ,  reliable code that meets all client needs. Develop reusable inhouse standard elements ,  modules ,  and scripts. You will discover and exper... ","algorithms,css,bootstrap,git,linux,html,shellscripting,datastructures,pl/sql,solaris,python,rdbms,svn,javascript,django,php,unix/linux,unix",2
140,Python,    v support solutions        ,2 - 5 ,Chennai,"Expertise in at least one popular Python framework like Django ,  Flask or Pyramid Python Hard core Developer.Strong experience with core python  ( 3.X )  and its standard lib... ","rest,python,naturallanguageprocessing,django,debugging,mysql,softwaredeveloper,mongodb,soap",2
141,Python,    Merkle Inc.        ,2 - 3 ,Spain,"Our business includes to a large extent the integration and adaptation of standard software along the tasks in our customer projects. In order to meet different requirements ,... ","softwaredesign,devops,python,nosql,docker,sql,git,debugging,crm,mobile",2
142,Python,    Merkle Inc.        ,2 - 3 ,,"Merkle DACH: Our 1200  digital enthusiasts are innovating the way brands are built ,  through providing expertise in Digital Transformation strategy ,  MarTech platforms ,  Cr... ","softwaredesign,docker,sql,git,devops,debugging,crm,python,mobile,nosql",2
143,Python,    capgemini        ,2 - 3 ,"Hyderabad/Secunderabad,Chennai,Pune",Job DescriptionGreetings!!We are pleased to inform you that we are conducting Video interviews for Python Developer.please Click on the below link to...... ,"securitycompliance,python,html5,mobile,javascript,database,django,pythonscripting,forms",2
144,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,1 - 3 ,Nasik,"Write effective ,  scalable code.develop back-end components to improve responsiveness and overall performance.Test and debug programs.Improve the functionality of existing sy... ","rest,python,teamplayer,sql,security,database,django,webtechnologies,php,debugging,html,shellscripting,soap",1
145,Python,    SYNGENTA        ,2 - 4 ,Pune,Required Experince:Having very good Hands-On experience working in Python and Flask / Django or similar frameworks.Ability to deploy on docker in AWS is good to haveShould hav... ,"python,problemsolving,machinelearning,docker,django,git,oops,debugging,softwareengineering",2
146,Python,    Infocom Software        ,0 - 3 ,Thiruvananthapuram,Python DeveloperJob Responsibilities Our growing company is seeking to hire Python / Django developers who are eager to work with current trending technologies like artificial... ,"rest,python,css,html5,machinelearning,artificialintelligence,javascript,jquery,security,django,debugging",0
147,Python,    Infosys Technologies Ltd        ,2 - 5 ,,Infosys is seeking a Python Developer with background in data warehousing. The position will primarily be responsible interface with key stakeholders and apply your technical ... ,"informationtechnology,technologyanalyst,unixshellscripting,bigdata,globaldelivery,python,javascript,bi,datawarehousing,sql,perl,writtencommunication,unixshell",2
148,Python,    TandA HR Solutions        ,4 - 6 ,Chennai,Experience in Embedded Web UI development in OO Python  /  HTML  /  Ajax  / Experience using IDEs like PyCharm4-6 years of experience with exposure to product developmentExper... ,"EmbeddedWebUIdevelopment,OOPython,HTML",4
149,Python,    capgemini        ,2 - 4 ,"Pune,Bengaluru/Bangalore",Job DescriptionWork experience as a Python Developer.Expertise in at least one popular Python framework like Django Flask or Pyramid.Knowledge of object relational mapping ORM... ,"python,html5,machinelearning,javascript,artificialintelligence,django",2
150,Python,    DRISH INFOTECH        ,3 - 5 ,Chandigarh,Eligibility : BE/B.Tech /  MCA  / M.Sc.  ( IT  ) Experience Guidelines: 3- 5 years with the following :Essential technical skills:Strong experience with Object Oriented develo... ,"rest,python,rdbms,bootstrap,javascript,jquery,django,postgresql,webdevelopment,mysql,technicalskills,mongodb",3
151,Python,    Yors Hr Services        ,0 - 3 ,Mumbai,"Responsibilities:Write reusable ,  testable ,  and efficient codeDesign and implement of low-latency ,  high-availability ,  and perform applicationsIntegration of user-facing... ","rest,python,html5,svn,storage,javascript,security,django,git,mongodb",0
152,Python,    SynergyTop LLC        ,3 - 4 ,Indore,"Expert in Python ,  with knowledge of at least one Python web framework  (  ( such as Django ,  Flask ) Familiarity with some ORM  ( Object Relational Mapper )  librariesAble ... ","san,securitycompliance,python,html5,mobile,javascript,database,django,git,debugging",3
153,Python,    METADESIGN SOLUTIONS        ,2 - 5 ,Gurgaon,"Python DeveloperExperience: 2 - 5 yearsNo of Openings: 2Location: GurgaonExpert in Python ,  with knowledge of at least one Python web framework  ( such as Dja... ","python,django,html5,javascript",2
154,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,3 - 5 ,Surat,"Qualification : B.Tech / B.E. - Any Specialization ,  M.Tech - Any Specialization ,  MCA - Computers Experience : 3 - 5 YearsSkills : -Expert in Python ,  with knowledge of at... ","python,Django,ObjectRelationalMapper",3
155,Python,    Route Mobile Limited        ,2 - 5 ,Mumbai,Job Role Python DeveloperExperience: Minimum 2 years Good Experience and knowledge in PythonGood Experience in Flask / Django  ( experience with developing Res... ,"python,django,postgresql,mysql,docker",2
156,Python,    JobsLo Consultants        ,2 - 4 ,Bengaluru/Bangalore,"Position : Python DeveloperLocation : BangaloreResponsibilities ,  Experience and Skills : Should have 1  2 years experience in Application Development in Python Work with mod... ","applicationdevelopment,Python2,developingprograms",2
157,python,    Randstad MENA        ,0 - 3 ,"Hyderabad/Secunderabad,Bengaluru/Bangalore","job description python developer in bangalore ,  hyderabad Job Description Experience in Python ,  with knowledge of at least one Python web framework ,  such as Django ,  Fla... ","securitycompliance,python,html5,mobile,javascript,database,django,pythonscripting",0
158,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,3 - 5 ,Pune,"Python DeveloperPune ,  MaharashtraSkills : Python ,  Django ,  Flask ,  AWS ,  GCPJob Description :As Python developer ,  you will be responsible for developing automation fo... ","python,svn,teamplayer,database,django,git,infrastructure,linux,debugging,hadoop",3
159,Python,    IDP EDUCATION INDIA PVT LTD        ,0 - 3 ,Chennai,"Python Developer About IDP IDP is an ASX listed international education organisation offering Student Placement services in Australia ,  New Zealand ,  the USA ,  UK ,  Irelan... ","hybris,database,odata,postgresql,devops,api,python,mobile,teamplayer,infrastructure,gateway",0
160,Python,    CoreStack        ,2 - 4 ,Chennai,Primary Responsibilities Product Development and System Integration using Python and other open source technologiesParticipate in R & D activities led by architectsContribute ... ,"artificialintelligence,security,cloudcomputing,python,nextgen,microsoftazure,machinelearning,nist",2
161,Python,    Sara Technologies        ,2 - 5 ,,"Lets Collaborate With Us to Grab the Endless Opportunities in Python THE DEVELOPERS HERE DONT JUST DELIVER SERVICES ,  THEY SERVE ASSURANCE AND SATISFACTIONAs a Back-End Pytho... ","algorithms,python,cache,css,mobile,storage,javascript,jquery,security,django,html,middleware",2
162,Python,    WHITE FORCE        ,3 - 6 ,"Delhi,Delhi/NCR",Job brief HelloVerify is looking for Senior Software Engineers to build and implement HelloVerify intelligent platform based on latest open source technologies. Job responsibi... ,"algorithms,python,mobile,teamplayer,problemsolving,javascript,django,softwareengineer,technicalskills",3
163,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,1 - 3 ,Noida/GreaterNoida,"Qualification : B.E  /  B.Tech  /  M.Tech  /  MCA Experience : 1 - 3 YearsSkills : Python Developer ,  Django ,  web.pyJob Description :Requirement:Deep web development experi... ","algorithms,python,css,javascript,jquery,webprogramming,django,zope,oops,webdevelopment,html,datastructures",1
164,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,4 - 6 ,Bengaluru/Bangalore,"Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 4 - 6 YearsSkills : JavaScript ,  HTML5 ,  and CSS3Job Description :Job Descriptio... ","securitycompliance,python,html5,mobile,storage,javascript,security,database,webdeveloper,debugging",4
165,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,2 - 5 ,Hyderabad/Secunderabad,"Qualification : Any Graduate with Relevant Experience Experience : 2 - 5 YearsSkills : python ,  Team work ,  Coordination ,  web development experience. ,  software solutions... ","rest,python,cloudservices,django,xml,brio,json,webdevelopment,mysql,soap",2
166,Python,    InSemi Technology Services        ,5 - 7 ,Bengaluru/Bangalore,"Expert knowledge of Agile Software Development MethodologyExpert level programming in high-level languages like Python ,  Ruby ,  Java ,  C  Hands-on experience in scripting a... ","algorithms,python,c,windows,unix/linux,ruby,java,git,devops,datastructures",5
167,Python,    RANGAM INFOTECH PVT. LTD.        ,5 - 7 ,Mumbai,"Job DescriptionPrimary Skill Set:Python Developer with RDBMS DB integration  &  SQL experienceFull Stack including Angular UI ,  JAVA Backend including SpringBoot ,  GradleGoo... ","python,rdbms,sql,gradle,java,sqldatabase",5
168,Python,    RANGAM INFOTECH PVT. LTD.        ,0 - 3 ,Mumbai,"Job DescriptionPrimary Skill Set:Python Developer with RDBMS DB integration  &  SQL experienceFull Stack including Angular UI ,  JAVA Backend including SpringBoot ,  GradleGoo... ","python,rdbms,sql,gradle,java,sqldatabase",0
169,Python,    47Billion Information Technologies Pvt Ltd        ,0 - 3 ,Indore,"Python DeveloperIndore ,  IndiaJob Code: 47-IND-PY-J01ResponsibilitiesWrite effective ,  scalable codeDevelop back-end components to improve responsiveness and overall perform... ","python,security,django,html5,javascript,docker",0
170,Python,    Rocket Software        ,2 - 3 ,,"We are looking for Senior Python Developers to join our growing team. This is an exciting opportunity to be one of the first people to join our new office in Vilnius ,  Lithua... ","seniorsoftwareengineer,git,postgresql,softwareengineering,python",2
171,Python,    Blocklogy Edutech Private limited        ,1 - 3 ,NaviMumbai,Requirements Experience: 1 to 3 YearsEducation: B.E. / B.Tech / any Graduate with experience is preferable but freshers with good academic record can also applySkills: Should ... ,"python,c,c,naturallanguageprocessing,scala,datamining,machinelearning,artificialintelligence,patternrecognition",1
172,Python,    RGF Professional        ,6 - 9 ,Gurgaon,Job Description Chance to work in an ecosystem where technical and engineering mastery  /  craftsmanship is cherished and supported.  Excellent opportunity to work and learn w... ,"c,restapi,sql,java,teamcity,api,pl/sql,c#,python,problemsolving",6
173,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,3 - 8 ,Surat,"Qualification : B.Tech / B.E. - Electronics / Telecommunication ,  Any Specialization ,  Computers ,  MCA - Computers ,  M.Tech - Computers ,  Any Specialization ,  Electronic... ","securitycompliance,html5,storage,telecommunication,security,database,git,debugging,python,mobile,svn,javascript,django",3
174,PYTHON,    V3IT CONSULTING PVT. LTD.        ,4 - 7 ,Dehradun,We are looking for a Python Developer to join our engineering team and help us develop and maintain various software products.Python Developer's responsibiliti... ,"css,c,informationtechnology,html5,sql,oop,security,java,debugging,html,api,python,javascript,django",4
175,Python,    Silicus Technologies India Pvt Ltd        ,3 - 7 ,"Delhi/NCR,Pune,Bengaluru/Bangalore","Python Developer IT  Software  /  Software Services Pune ,  MaharashtraDescriptionWe are seeking Python Engineer to join our Delivery team at India  ( Pune )  Development Cent... ","bootstrap,artificialintelligence,docker,security,database,postgresql,devops,rest,python,javascript,django,messagequeue",3
176,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,2 - 6 ,Ahmedabad,"Python DeveloperAhmedabad ,  Gujarat BSc in Computer Science ,  Engineering or relevant field. Experience : 2 - 6 YearsSkills :  ( Django ,  Flask ,  Good knowledge of a serve... ","python,html5,svn,storage,javascript,database,django,git,debugging,api",2
177,Python,    WELLS FARGO INDIA        ,5 - 8 ,"Hyderabad/Secunderabad,Chennai,Bengaluru/Bangalore",About the RoleYou will be a part of WFI & P MCRM Data Sourcing / Provisioning team supporting enterprise MCRM team. You will interact closely with multiple business partners i... ,"datawarehousing,sql,webapi,technicalskills,san,python,problemsolving,machinelearning,consultant",5
178,Python,    ASTRAZENECA PHARMA INDIA LTD        ,4 - 6 ,Chennai,"Leverage technology to impact patients and ultimately save lives Do you have expertise in ,  and passion for ,  information technology? Would you like to apply your expertise ... ","informationtechnology,datamining,bi,storage,sql,python,c,mining,nosql,managementsystems,itstrategy",4
179,Python,    Infiniti Software Solutions        ,2 - 5 ,Chennai,"Roles  &  Responsibilities Responsibilities Develop cloud-based Python Django software productsWorking closely with UX and Front-end DevelopersParticipating in architectural ,... ","python,restapi,svn,security,database,django,git,infrastructure,php,mysql",2
180,Python,    MERIT GROUP        ,6 - 9 ,Chennai,"Description Role:Tech Lead is the first level of managing software developers ,  testers and Analysts. Manage a team of 5 to 8 developers and show tangible results. Understand... ","css,sql,xpath,projectleader,git,xml,json,mysql,python,problemsolving,webcrawling",6
181,Python,    SplendorNet Technologies Pvt. Ltd.        ,1 - 4 ,Pune,"1. Web development experience with Django and other UI web Frameworks.2. Knowledge with Django Rest API ,  registration ,  celery or other queueing system3. Experience with HT... ","python,css,restapi,javascript,jquery,nosql,database,django,webdevelopment,html,angularjs",1
182,Python,    PNR Software Solutions Private Limited        ,3 - 6 ,Hyderabad/Secunderabad," Development experience in Python ,  API ,  MQs ,  DB Python Django is must. Experiance in Micro services ,  Web service is must. Experience in Casandra is pre... ","python,github,telecombss,django,devops,linux,debugging,telecom,api,unix",3
183,Python,    Forstaffing        ,3 - 5 ,Cochin/Kochi/Ernakulam,"Experience: 3-5 yearsResponsibilities: Design ,  development ,  integration ,  delivery of different server side modules in Python Design ,  development of HTML5 web applicati... ","algorithms,python,html5,machinelearning,javascript,sql,database,ooad,datastructures,mysql,mvc,technicalskills",3
184,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,2 - 6 ,"Delhi,Delhi/NCR","Qualification : B.E  /  B.Tech  /  M.Tech  /  MCA Experience : 2 - 6 YearsSkills : Python ,  Perl ,  Bash ,  RubyJob Description :Desired Candidate profile:Proven experience w... ","html5,ajax,database,xpath,git,postgresql,xml,json,perl,api,mongodb,python,cloudservices,javascript,ruby,nosql,django,couchdb,soap",2
185,Python,    Kaizen Infocomm        ,1 - 4 ,Ahmedabad,"Python Developer 0-1 Yr Exp ,  Freshers Welcome Programming skills on PYTHON ,  Mysql  ,  Apache ,  Linux ,  Ajax ..Job Description Extensive knowledge of ftp ,  remote connec... ","python,css,teamplayer,ajax,database,security,apache,linux,mysql",1
186,Python,    Jobz Unlimited     (More Jobs) ,2 - 5 ,"Mumbai,Thane","Graduate with 1.6-5 yrs years of relevant experiencein Qlik and PythonAny Graduate - Any Specialization  ( B.Sc.  ( IT )  ,  M.Sc.  ( IT )  ,  BCA ,  MCA ,  B.E )  with good a... ","Qlik,Python,QlikSense,QlikView,R,Python,Pythonscript,QlikviewScript",2
187,Python,    GKM IT        ,1 - 4 ,Udaipur,"Python EngineerWe require Python Engineer with 1  years of experience.Required Skills Expert in Python ,  with knowledge of at least one Python web framework  (  ( such as Dja... ","securitycompliance,python,html5,mobile,storage,javascript,database,security,django,debugging",1
188,Python,    volon cyber security pvt. ltd.        ,0 - 3 ,Pune,Volon Cyber Security is boutique Information security organization working in the field of Cyber Threat Intelligence.We require a strong candidate who is able to work independ... ,"python,cgi,operatingsystem,database,projectdelivery,mysql,datastructures,api",0
189,Python,    ADROIT LEARNING AND MANPOWER PVT LTD        ,0 - 5 ,Ahmedabad,"Experience in application development ,  particularly ,  in Python / React / AWS stack. Someone who can work on application development  ( APIs  /  REST services  /  business ... ","restapi,sql,database,security,devops,rest,python,tornado,javascript,django,infrastructure",0
190,Python,    DLPLACEMENTS        ,1 - 5 ,Nagercoil,Hands-on experience in application development using Python programmingTest-Driven development and experience in Agile MethodologyStrong OOAD  ( Object-Oriented Analysis and D... ,"python,soa,storage,security,java,ooad,serviceorientedarchitecture,unix/linux",1
191,Python,    GenNext India Private Limited        ,5 - 8 ,Pune,"Work with a team of high-performing data professionals ,  product managers ,  engineers  &  designers to identify automation opportunities to solve business problemsCompile an... ","algorithms,sql,json,datastructures,python,teamplayer,django,softwaredeveloper,sqldatabase",5
192,Python,    Nokia Siemens Networks Ltd        ,0 - 3 ,,Are you one of those persons that feel discomfort when interacting with too much manual work? Are you one of those persons looking on daily work through automation glasses? Fi... ,"cli,python,mobilenetworks,docker,elasticsearch,git,linux,json,softwareengineering",0
193,Python,    FresherMart        ,2 - 4 ,"NaviMumbai,Mumbai",candidates with notice period less than 1 monthDevelop Web Application in Python with DJANGO FrameworkBuild efficient back-end features in PythonIntegrate front-end components... ,"python,dataextraction,django,git,restapi",2
194,Python,    FresherMart        ,2 - 4 ,Bengaluru/Bangalore,Duties and ResponsibilityDevelop Web Application in Python with DJANGO FrameworkBuild efficient back-end features in PythonIntegrate front-end components into applicationsHand... ,"python,dataextraction,django,git,restapi",2
195,Python,    smartSense Consulting Solutions        ,1 - 4 ,Gandhinagar,Python Developer We are looking for versatile and experienced technical additions to our development team in Gandhinagar. The position offers an extensive amount of ownership ... ,"rest,python,javascript,nosql,database,django,git,postgresql,softwareengineering,mysql,shellscripting,unix/linux,mongodb,middleware",1
196,Python,    Excel Ptp        ,1 - 4 ,Ahmedabad,"1  years of work experience as trainer on python to trained fresher.candidate should have knowledge of OOPS ,  Json ,  Jquery ,  JS ,  and working experience on python based w... ","jquery,sql,git,oops,json,mysql,objectorientedprogramming,mongodb,middleware,rest,python,svn,machinelearning,django",1
197,Python,    WHITE FORCE        ,5 - 8 ,Gurgaon,Job description: Python Technical Developer /  Lead  ( Python   MySQL   Web Scraping  )  will be responsible for efficient web scraping / web crawling and parsing. The candida... ,"bi,t-sql,sql,dataextraction,database,debugging,mysql,imageprocessing,python,mobile,django,writtencommunication,webcrawling,reportingtools",5
198,Python,    Virtualware Innovations        ,0 - 3 ,Hyderabad/Secunderabad,"Description Responsible for full-stack technical development of platform and modules using DevOps methodologyDemonstrated experience building robust ,  resilient platforms usi... ","arcgis,docker,sql,database,java,git,postgresql,devops,linux,softwareengineering,rest,python,svn,nosql,django,managementsystems",0
199,Python,    WHITE FORCE        ,3 - 6 ,Noida/GreaterNoida,Job brief HelloVerify is looking for Senior Software Engineers to build and implement HelloVerify intelligent platform based on latest open source technologies. Job responsibi... ,"algorithms,hosting,docker,softwareengineer,technicalskills,python,mobile,teamplayer,problemsolving,javascript,django,writtencommunication,infrastructure",3
200,Python,    APPLYCUP HIRING SOLUTIONS LLP        ,7 - 10 ,Pune,"Python AnalystPune ,  MaharashtraSkills : Python ,  flask ,  Django ,  HTML ,  CSS ,  JavascriptJob Description :Job DescriptionMust have hands on exp in Core PythonStrong exp... ","websphere,css,socketprogramming,sql,apache,xml,linux,json,debugging,html,python,tornado,problemsolving,javascript,django",7
