,book_title,author,link,price_no_disc,price_with_disc
1537,Foundation DB2 and Python: Access DB2 with Module-Based API...,W. David Ashley,https://bookshop.org//books/foundation-db2-and-python-access-db2-with-module-based-api-examples-using-python/9781484269411,$54.99,$50.59
1538,Python Machine Learning: Unlock deeper insights into Machine...,Sebastian Raschka,https://bookshop.org//books/python-machine-learning-unlock-deeper-insights-into-machine-leaning-with-this-vital-guide-to-cutting-edge-predictive-analytics/9781783555130,$53.99,$53.99
1539,Python for Beginners: A Smarter Way to Learn Python in 5 Days...,Arthur T. Brooks,https://bookshop.org//books/python-for-beginners-a-smarter-way-to-learn-python-in-5-days-and-remember-it-longer-with-easy-step-by-step-guidance-and-hands-on-examples/9781695352261,$17.25,$17.25
1540,Python for Data Science: A Practical Guide to Master Python...,Cooper Turner,https://bookshop.org//books/python-for-data-science-a-practical-guide-to-master-python-programming-and-system-administration-discover-the-essentials-of-machine-learning/9798637765867,$17.38,$17.38
1541,Python Deep learning: Develop your first Neural Network in...,Samuel Burns,https://bookshop.org//books/python-deep-learning-develop-your-first-neural-network-in-python-using-tensorflow-keras-and-pytorch/9781092562225,$14.99,$14.99
1542,Machine Learning Concepts with Python and the Jupyter...,Nikita Silaparasetty,https://bookshop.org//books/machine-learning-concepts-with-python-and-the-jupyter-notebook-environment-using-tensorflow-2-0/9781484259665,$49.99,$45.99
1543,Teach Your Kids to Code: A Parent-Friendly Guide to Python...,Bryson Payne,https://bookshop.org//books/teach-your-kids-to-code-a-parent-friendly-guide-to-python-programming/9781593276140,$29.95,$29.95
1544,Learn Tensorflow 2.0: Implement Machine Learning and Deep...,Pramod Singh and Avinash Manure,https://bookshop.org//books/learn-tensorflow-2-0-implement-machine-learning-and-deep-learning-models-with-python/9781484255605,$37.99,$34.95
1545,40 Algorithms Every Programmer Should Know: Hone your...,Imran Ahmad,https://bookshop.org//books/40-algorithms-every-programmer-should-know-hone-your-problem-solving-skills-by-learning-different-algorithms-and-their-implementation-in-python/9781789801217,$47.99,$47.99
1546,Parallel Programming with Python: Develop Efficient Parallel...,Jan Palach,https://bookshop.org//books/parallel-programming-with-python-develop-efficient-parallel-systems-using-the-robust-python-environment/9781783288397,$27.59,$27.59
1547,"Python Machine Learning: Understand Python Libraries (Keras,...",Ethem Mining,https://bookshop.org//books/python-machine-learning-understand-python-libraries-keras-numpy-scikit-lear-tensorflow-for-implementing-machine-learning-models-in-order/9781671257900,$18.58,$18.58
1548,Python: A Beginners' Guide to Python Programming to automate...,John Slavio,https://bookshop.org//books/python-a-beginners-guide-to-python-programming-to-automate-the-boring-tasks-and-learn-coding-fast/9781922300201,$19.99,$19.99
1549,Crafting Test-Driven Software with Python: Write test suites...,Alessandro Molina,https://bookshop.org//books/crafting-test-driven-software-with-python-write-test-suites-that-scale-with-your-applications-needs-and-complexity-using-python-and-pytest/9781838642655,$53.99,$53.99
1550,Mastering Python Networking: Your one-stop solution to using...,Eric Chou,https://bookshop.org//books/mastering-python-networking-your-one-stop-solution-to-using-python-for-network-automation-devops-and-test-driven-development/9781789135992,$59.99,$59.99
1551,Python for Data Science: Deep Machine Learning Algorithms in...,Mik Arduino,https://bookshop.org//books/python-for-data-science-deep-machine-learning-algorithms-in-python-and-artificial-intelligence-crash-course-to-measure-value-of-big-data-and/9781708623265,$17.38,$17.38
1552,Python Machine Learning For Beginners: Handbook For Machine...,Finn Sanders,https://bookshop.org//books/python-machine-learning-for-beginners-handbook-for-machine-learning-deep-learning-and-neural-networks-using-python-scikit-learn-and-tensorflow/9781098844462,$12.99,$12.99
1553,Python Programming for Arduino: Develop practical Internet of...,Pratik Desai,https://bookshop.org//books/python-programming-for-arduino-develop-practical-internet-of-things-prototypes-and-applications-with-arduino-and-python/9781783285938,$59.99,$59.99
1554,Python for Absolute Beginners: Learn How to Develop...,Josh Davison,https://bookshop.org//books/python-for-absolute-beginners-learn-how-to-develop-applications-from-scratch-with-python-programming-language-with-scipy-numpy-and-matplotlib/9798633579277,$14.99,$14.99
1555,Python Programming: The Ultimate Crash Course for Beginners...,Howard Hayes,https://bookshop.org//books/python-programming-the-ultimate-crash-course-for-beginners-with-all-the-tools-and-tricks-to-learn-coding-with-python-with-practical-exam/9781670614230,$14.95,$13.75
1556,"Python for Desktop Applications: How to develop, pack and...",Tran Duc Loi,https://bookshop.org//books/python-for-desktop-applications-how-to-develop-pack-and-deliver-python-applications-with-tkinter-and-kivy/9798695686982,$6.99,$6.99
1557,Python: 2 Books in 1: Basic Programming & Machine Learning -...,Ethem Mining,https://bookshop.org//books/python-2-books-in-1-basic-programming-machine-learning-the-comprehensive-guide-to-learn-and-apply-python-programming-lan/9781653304271,$27.58,$27.58
1558,Python Algorithms Color Version: A Complete Guide to Learn...,Michael And Eric Scratch,https://bookshop.org//books/python-algorithms-color-version-a-complete-guide-to-learn-python-for-data-analysis-machine-learning-and-coding-from-scratch/9781801587136,$34.88,$32.09
1559,Python Machine Learning For Beginners 2021: A Comprehensive...,Steven Williams,https://bookshop.org//books/python-machine-learning-for-beginners-2021-a-comprehensive-guide-to-master-the-basics-of-python-programming-and-understand-how-it-works-how-is-corre/9798577127756,$19.97,$19.97
1560,Python for Beginners: A Smarter Way to Learn Python in 5 Days...,Arthur T. Brooks,https://bookshop.org//books/python-for-beginners-a-smarter-way-to-learn-python-in-5-days-and-remember-it-longer-with-easy-step-by-step-guidance-and-hands-on-examples/9781695352261,$17.25,$17.25
1561,Python for Data Science: A Practical Guide to Master Python...,Cooper Turner,https://bookshop.org//books/python-for-data-science-a-practical-guide-to-master-python-programming-and-system-administration-discover-the-essentials-of-machine-learning/9798637765867,$17.38,$17.38
1562,Python Deep learning: Develop your first Neural Network in...,Samuel Burns,https://bookshop.org//books/python-deep-learning-develop-your-first-neural-network-in-python-using-tensorflow-keras-and-pytorch/9781092562225,$14.99,$14.99
1563,Practical Web Scraping for Data Science: Best Practices and...,Seppe Vanden Broucke and Bart Baesens,https://bookshop.org//books/practical-web-scraping-for-data-science-best-practices-and-examples-with-python/9781484235812,$59.99,$55.19
1564,Good Habits for Great Coding: Improving Programming Skills...,Michael Stueben,https://bookshop.org//books/good-habits-for-great-coding-improving-programming-skills-with-examples-in-python/9781484234587,$32.99,$30.35
1565,The Python Library Reference: Release 3.6.4 - Book 2 of 2,Guido Van Rossum and Python Development Team,https://bookshop.org//books/the-python-library-reference-release-3-6-4-book-2-of-2/9781680921595,$34.89,$34.89
1566,Simplifying Regular Expression Using Python: Learn RegEx Like...,Abhishek Singh and Zohaib Hasan,https://bookshop.org//books/simplifying-regular-expression-using-python-learn-regex-like-never-before/9781094777979,$5.45,$5.45
1567,Python Workbook: Learn How to Quickly and Effectively Program...,Programming Languages Academy,https://bookshop.org//books/python-workbook-learn-how-to-quickly-and-effectively-program-with-exercises-projects-and-solutions/9781914038358,$21.30,$19.60
1568,Blueprints for Text Analytics Using Python: Machine...,"Christian Winkler, Sidharth Ramachandran,  et al.",https://bookshop.org//books/blueprints-for-text-analytics-using-python-machine-learning-based-solutions-for-common-real-world-nlp-applications/9781492074083,$69.99,$64.39
1569,"Python for the Busy Java Developer: The Language, Syntax, and...",Deepak Sarda,https://bookshop.org//books/python-for-the-busy-java-developer-the-language-syntax-and-ecosystem/9781484232330,$24.99,$24.99
1570,Instant Pygame for Python Game Development How-to,Ivan Idris,https://bookshop.org//books/instant-pygame-for-python-game-development-how-to/9781782162865,$23.99,$23.99
1571,Understanding Network Hacks: Attack and Defense with Python 3,Bastian Ballmann,https://bookshop.org//books/understanding-network-hacks-attack-and-defense-with-python-3/9783662621561,$89.99,$89.99
1572,Practical Machine Learning for Data Analysis Using Python,Abdulhamit Subasi,https://bookshop.org//books/practical-machine-learning-for-data-analysis-using-python/9780128213797,$150.00,$150.00
1573,Python Programming & Data Analysis -A Beginner's Handbook,Uma V,https://bookshop.org//books/python-programming-data-analysis-a-beginner-s-handbook/9781699799321,$7.50,$7.50
1574,Bayesian Analysis with Python: Click here to enter text.,Osvaldo Martin,https://bookshop.org//books/bayesian-analysis-with-python-click-here-to-enter-text/9781785883804,$59.99,$59.99
1575,Python For iGCSE: Unofficial guide to the Cambridge iGCSE exam,James Abela,https://bookshop.org//books/python-for-igcse-unofficial-guide-to-the-cambridge-igcse-exam/9798633855142,$5.99,$5.99
1576,Python Programming: A complete beginners guide on python...,Bill Norton,https://bookshop.org//books/python-programming-a-complete-beginners-guide-on-python-machine-learning-data-science-and-tools/9798615387074,$17.99,$17.99
1577,Python Programming For Beginners: The Ultimate Step-By-Step...,George Richard,https://bookshop.org//books/python-programming-for-beginners-the-ultimate-step-by-step-guide-to-master-the-basics-of-python-programming-with-practical-and-easy-examples/9798656373784,$13.73,$13.73
1578,Learn Python: The Ultimate Beginner's Guide to Python for...,Zed Fast,https://bookshop.org//books/learn-python-the-ultimate-beginner-s-guide-to-python-for-machine-learning-and-deep-learning-using-scikit-learn-and-tensorflow-with/9781670438003,$18.38,$18.38
1579,"Ball Python: All You Need To Know About Ball Python,...",Jackson Solomon,https://bookshop.org//books/ball-python-all-you-need-to-know-about-ball-python-training-housing-feeding-management-and-care/9798656102322,$6.95,$6.95
1580,Python for Data Analytics: A Beginners Guide for Learning...,Alex Root,https://bookshop.org//books/python-for-data-analytics-a-beginners-guide-for-learning-python-data-analytics-from-a-z/9781691418831,$19.99,$19.99
1581,Python Machine Learning: Complete and Clear Introduction to...,Alex Campbell,https://bookshop.org//books/python-machine-learning-complete-and-clear-introduction-to-the-basics-of-machine-learning-with-python-comprehensive-guide-to-data-science-and/9798661240071,$15.95,$15.95
1582,"Ball Python: All You Need To Know About Ball Python,...",Jackson Solomon,https://bookshop.org//books/ball-python-all-you-need-to-know-about-ball-python-training-housing-feeding-management-and-care/9798656102322,$6.95,$6.95
1583,Python for Data Analytics: A Beginners Guide for Learning...,Alex Root,https://bookshop.org//books/python-for-data-analytics-a-beginners-guide-for-learning-python-data-analytics-from-a-z/9781691418831,$19.99,$19.99
1584,Python Machine Learning: Complete and Clear Introduction to...,Alex Campbell,https://bookshop.org//books/python-machine-learning-complete-and-clear-introduction-to-the-basics-of-machine-learning-with-python-comprehensive-guide-to-data-science-and/9798661240071,$15.95,$15.95
1585,C++ and Python Tutorial: How Can You Start To Learn...,Ettie Castro,https://bookshop.org//books/c-and-python-tutorial-how-can-you-start-to-learn-programming-python-socket-programming/9798727013007,$8.99,$8.99
1586,Pet Care Book For Beginners How To Raise Ball Python As A...,Corey Farren,https://bookshop.org//books/pet-care-book-for-beginners-how-to-raise-ball-python-as-a-pet-ball-pythons-for-novices/9798591812683,$6.99,$6.99
1587,Python Programming Made Easy: Complete Beginner's Guide To...,Jessia Risewick,https://bookshop.org//books/python-programming-made-easy-complete-beginner-s-guide-to-learning-the-popular-programming-language-python-book-for-programming/9798729325856,$8.99,$8.99
1588,Basic Python in Finance: How to Implement Financial Trading...,Bob Mather,https://bookshop.org//books/basic-python-in-finance-how-to-implement-financial-trading-strategies-and-analysis-using-python/9781922301369,$29.99,$29.99
1589,Data Analytics and Python Programming. Beginners Guide to...,Isaac D Cody,https://bookshop.org//books/data-analytics-and-python-programming-beginners-guide-to-learn-data-analytics-predictive-analytics-and-data-science-with-python-programming/9781541334571,$19.95,$19.95
1590,Mastering OpenCV 4 with Python: A practical guide covering...,Alberto Fernández Villán,https://bookshop.org//books/mastering-opencv-4-with-python-a-practical-guide-covering-topics-from-image-processing-augmented-reality-to-deep-learning-with-opencv-4-and-python-3/9781789344912,$53.99,$53.99
1591,The Python Library Reference: Release 3.6.4 - Book 1 of 2,Guido Van Rossum and Python Development Team,https://bookshop.org//books/the-python-library-reference-release-3-6-4-book-1-of-2/9781680921588,$38.89,$38.89
1592,Coding for Kids: The Complete Guide Python Programming for...,Alice Guillen,https://bookshop.org//books/coding-for-kids-the-complete-guide-python-programming-for-kids-learn-to-code-with-games/9798680296776,$15.37,$15.37
1593,"Violent Python: A Cookbook for Hackers, Forensic Analysts,...",Tj O'Connor,https://bookshop.org//books/violent-python-a-cookbook-for-hackers-forensic-analysts-penetration-testers-and-security-engineers/9781597499576,$59.94,$59.94
1594,Real World Instrumentation with Python: Automated Data...,J. M. Hughes,https://bookshop.org//books/real-world-instrumentation-with-python-automated-data-acquisition-and-control-systems/9780596809560,$54.99,$50.59
1595,Statistics for Beginners in Data Science: Theory and...,Ai Publishing,https://bookshop.org//books/statistics-for-beginners-in-data-science-theory-and-applications-of-essential-statistics-concepts-using-python/9781734790115,$15.99,$15.99
1596,"Ten Essays on Fizz Buzz: Meditations on Python, mathematics,...",Joel Grus,https://bookshop.org//books/ten-essays-on-fizz-buzz-meditations-on-python-mathematics-science-engineering-and-design/9780982481820,$19.95,$19.95
1597,Learn to Program with Python 3: A Step-By-Step Guide to...,Irv Kalb,https://bookshop.org//books/learn-to-program-with-python-3-a-step-by-step-guide-to-programming/9781484238783,$39.99,$36.79
1598,Building Versatile Mobile Apps with Python and Rest: Restful...,Art Yudin,https://bookshop.org//books/building-versatile-mobile-apps-with-python-and-rest-restful-web-services-with-django-and-react/9781484263327,$39.99,$36.79
1599,Programación en Python: Un curso acelerado de 7 días para...,Mark Russel,https://bookshop.org//books/programacion-en-python-un-curso-acelerado-de-7-dias-para-aprender-el-lenguaje-python-para-el-principiante-absoluto-que-incluye-ejercicios-pr-9781801655521/9781801655521,$29.99,$27.59
1600,Machine Learning for Algorithmic Trading: Master as a PRO...,Jason Test and Mark Broker,https://bookshop.org//books/machine-learning-for-algorithmic-trading-master-as-a-pro-applied-artificial-intelligence-and-python-for-predict-systematic-strategies-for-options-and-9789918608003/9789918608010,$29.99,$27.59
1601,40 Algorithms Every Programmer Should Know: Hone your...,Imran Ahmad,https://bookshop.org//books/40-algorithms-every-programmer-should-know-hone-your-problem-solving-skills-by-learning-different-algorithms-and-their-implementation-in-python/9781789801217,$47.99,$47.99
1602,Numerische Methoden Für Ingenieure: Mit Anwendungsbeispielen...,Celal Çak&#305;ro&#287;lu and Bilen Emek Abali,https://bookshop.org//books/numerische-methoden-fur-ingenieure-mit-anwendungsbeispielen-in-python/9783662613245,$44.99,$44.99
1603,Deep Learning with Python for Beginners: Beginners Workbook,Ai Publishing,https://bookshop.org//books/deep-learning-with-python-for-beginners-beginners-workbook/9781733042659,$14.99,$14.99
1604,Programmer's Python: Everything is an Object: Something...,Mike James,https://bookshop.org//books/programmer-s-python-everything-is-an-object-something-completely-different/9781871962581,$24.95,$24.95
1605,"Monty Python, Shakespeare and English Renaissance Drama",Darl Larsen,https://bookshop.org//books/monty-python-shakespeare-and-english-renaissance-drama/9780786415045,$23.99,$23.99
1606,Captain Hazzard-Python Men of the Lost City,Ron Fortier,https://bookshop.org//books/captain-hazzard-python-men-of-the-lost-city/9780615696492,$16.99,$16.99
1607,A Tour of Data Science: Learn R and Python in Parallel,Nailong Zhang,https://bookshop.org//books/a-tour-of-data-science-learn-r-and-python-in-parallel/9780367895860,$59.95,$59.95
1608,"Annotated Algorithms in Python: With Applications in Physics,...",Dr Massimo Di Pierro,https://bookshop.org//books/annotated-algorithms-in-python-with-applications-in-physics-biology-and-finance/9780991160402,$45.00,$45.00
1609,Explorations in Computing: An Introduction to Computer...,John S. Conery,https://bookshop.org//books/explorations-in-computing-an-introduction-to-computer-science-and-python-programming/9780367659035,$56.95,$56.95
1610,Aprender a Programar: Raspberry Pi Y Python,Larry Lutz and Ranny Ray,https://bookshop.org//books/aprender-a-programar-raspberry-pi-y-python/9781718684171,$24.95,$24.95
1611,Dynamical Systems with Applications Using Python (2018),Stephen Lynch,https://bookshop.org//books/dynamical-systems-with-applications-using-python-2018/9783319781440,$109.99,$109.99
1612,Embedded Digital Control with Microcontrollers:...,"Cem Unsalan, H. Deniz Gurhan,  et al.",https://bookshop.org//books/embedded-digital-control-with-microcontrollers-implementation-with-c-and-python-9781119576600/9781119576525,$135.00,$135.00
1613,The Complete Monty Python's Flying Circus: All the Words,"Graham Chapman, Monty Python,  et al.",https://bookshop.org//books/the-complete-monty-python-s-flying-circus-all-the-words/9780679726470,$19.95,$19.95
1614,Behavioral Data Analysis with R and Python: Customer-Driven...,Florent Buisson,https://bookshop.org//books/behavioral-data-analysis-with-r-and-python-customer-driven-data-for-real-business-results/9781492061373,$69.99,$64.39
1615,Understanding Network Hacks: Attack and Defense with Python 3,Bastian Ballmann,https://bookshop.org//books/understanding-network-hacks-attack-and-defense-with-python-3/9783662621561,$89.99,$89.99
1616,"Python for the Busy Java Developer: The Language, Syntax, and...",Deepak Sarda,https://bookshop.org//books/python-for-the-busy-java-developer-the-language-syntax-and-ecosystem/9781484232330,$24.99,$24.99
1617,Instant Pygame for Python Game Development How-to,Ivan Idris,https://bookshop.org//books/instant-pygame-for-python-game-development-how-to/9781782162865,$23.99,$23.99
1618,Practical Machine Learning for Data Analysis Using Python,Abdulhamit Subasi,https://bookshop.org//books/practical-machine-learning-for-data-analysis-using-python/9780128213797,$150.00,$150.00
1619,Python Programming & Data Analysis -A Beginner's Handbook,Uma V,https://bookshop.org//books/python-programming-data-analysis-a-beginner-s-handbook/9781699799321,$7.50,$7.50
1620,Bayesian Analysis with Python: Click here to enter text.,Osvaldo Martin,https://bookshop.org//books/bayesian-analysis-with-python-click-here-to-enter-text/9781785883804,$59.99,$59.99
1621,Python For iGCSE: Unofficial guide to the Cambridge iGCSE exam,James Abela,https://bookshop.org//books/python-for-igcse-unofficial-guide-to-the-cambridge-igcse-exam/9798633855142,$5.99,$5.99
1622,Blueprints for Text Analytics Using Python: Machine...,"Jens Albrecht, Christian Winkler,  et al.",https://bookshop.org//books/blueprints-for-text-analytics-using-python-machine-learning-based-solutions-for-common-real-world-nlp-applications/9781492074083,$69.99,$64.39
1623,"Reinforcement Learning: With Open Ai, Tensorflow and Keras...",Abhishek Nandy and Manisha Biswas,https://bookshop.org//books/reinforcement-learning-with-open-ai-tensorflow-and-keras-using-python/9781484232842,$54.99,$54.99
1624,"Data Mining for Business Analytics: Concepts, Techniques and...","Peter Gedeck, Galit Shmueli,  et al.",https://bookshop.org//books/data-mining-for-business-analytics-concepts-techniques-and-applications-in-python/9781119549840,$135.00,$135.00
1625,Good Habits for Great Coding: Improving Programming Skills...,Michael Stueben,https://bookshop.org//books/good-habits-for-great-coding-improving-programming-skills-with-examples-in-python/9781484234587,$32.99,$30.35
1626,The Python Library Reference: Release 3.6.4 - Book 2 of 2,Guido Van Rossum and Python Development Team,https://bookshop.org//books/the-python-library-reference-release-3-6-4-book-2-of-2/9781680921595,$34.89,$34.89
1627,Simplifying Regular Expression Using Python: Learn RegEx Like...,Zohaib Hasan and Abhishek Singh,https://bookshop.org//books/simplifying-regular-expression-using-python-learn-regex-like-never-before/9781094777979,$5.45,$5.45
1628,Python Workbook: Learn How to Quickly and Effectively Program...,Programming Languages Academy,https://bookshop.org//books/python-workbook-learn-how-to-quickly-and-effectively-program-with-exercises-projects-and-solutions/9781914038358,$21.30,$19.60
1629,Beginning Django: Web Application Development and Deployment...,Daniel Rubio,https://bookshop.org//books/beginning-django-web-application-development-and-deployment-with-python/9781484227862,$39.99,$39.99
1630,Python Continuous Integration and Delivery: A Concise Guide...,Moritz Lenz,https://bookshop.org//books/python-continuous-integration-and-delivery-a-concise-guide-with-examples/9781484242803,$37.99,$34.95
1631,Introduction to Machine Learning in the Cloud with Python:...,Pramod Gupta and Naresh K. Sehgal,https://bookshop.org//books/introduction-to-machine-learning-in-the-cloud-with-python-concepts-and-practices/9783030712693,$99.99,$99.99
1632,Website Scraping with Python: Using Beautifulsoup and Scrapy,Gábor László Hajba,https://bookshop.org//books/website-scraping-with-python-using-beautifulsoup-and-scrapy/9781484239247,$39.99,$36.79
1633,QuickStart Python: An Introduction to Programming for Stem...,Christoph Schäfer,https://bookshop.org//books/quickstart-python-an-introduction-to-programming-for-stem-students/9783658335519,$24.99,$24.99
1634,Designing Machine Learning Systems with Python,David Julian,https://bookshop.org//books/designing-machine-learning-systems-with-python/9781785882951,$53.99,$53.99
1635,Getting Started with Python Data Analysis,Martin Czygan and Phuong Vothihong,https://bookshop.org//books/getting-started-with-python-data-analysis/9781785285110,$41.99,$41.99
1636,Advanced Guide to Python 3 Programming,John Hunt,https://bookshop.org//books/advanced-guide-to-python-3-programming/9783030259426,$69.99,$69.99
1637,Python Web Penetration Testing Cookbook,"Cameron Buchanan, Benjamin May,  et al.",https://bookshop.org//books/python-web-penetration-testing-cookbook/9781784392932,$53.99,$53.99
1638,Python for Secret Agents - Second Edition,Steven F. Lott,https://bookshop.org//books/python-for-secret-agents-second-edition/9781785283406,$29.99,$29.99
1639,Python Play: And Other Recipes for Fun,Robert Heidbreder and Karen Patkau,https://bookshop.org//books/python-play-and-other-recipes-for-fun/9780773732131,$5.95,$5.95
1640,"Python Geospatial Development, Second Edition",Erik Westra,https://bookshop.org//books/python-geospatial-development-second-edition/9781782161523,$59.99,$59.99
1641,Hands on Programming with Python: Theory and Practice,Jose María Alvarez Rodríguez,https://bookshop.org//books/hands-on-programming-with-python-theory-and-practice/9798656766715,$34.90,$34.90
1642,Python Programming In A Day & Excel Shortcuts,Sam Key,https://bookshop.org//books/python-programming-in-a-day-excel-shortcuts/9781508964490,$19.77,$19.77
1643,Building Probabilistic Graphical Models with Python,Kiran Karkal,https://bookshop.org//books/building-probabilistic-graphical-models-with-python/9781783289004,$33.59,$33.59
1644,Mastering Natural Language Processing with Python,"Iti Mathur, Nisheeth Joshi,  et al.",https://bookshop.org//books/mastering-natural-language-processing-with-python/9781783989041,$59.99,$59.99
1645,Getting Started with Python and Raspberry Pi,Dan Nixon,https://bookshop.org//books/getting-started-with-python-and-raspberry-pi/9781783551590,$47.99,$47.99
1646,"Learning Python simple, fast, and easy",Pthon Ln,https://bookshop.org//books/learning-python-simple-fast-and-easy/9798721288517,$35.99,$35.99
1647,Beginning Python: From Novice to Professional,Magnus Lie Hetland,https://bookshop.org//books/beginning-python-from-novice-to-professional-9781590599822/9781590599822,$64.99,$59.79
1648,Python Video Tutorials: Numpy and Pandas,Oswald Campesato,https://bookshop.org//books/python-video-tutorials-numpy-and-pandas/9781683926764,$99.95,$91.95
1649,Python Birman: Informations Etonnantes & Images,Pam Louise,https://bookshop.org//books/python-birman-informations-etonnantes-images/9798746895950,$9.99,$9.99
1650,Python for Data science Series 1,Bazilabanu A and Dhivya P,https://bookshop.org//books/python-for-data-science-series-1/9786203199307,$67.00,$67.00
1651,Object Oriented Programming through Python,"P. Navya, Atluri Lakshmi,  et al.",https://bookshop.org//books/object-oriented-programming-through-python/9786200432704,$69.00,$69.00
1652,Pythonic Geodynamics: Implementations for Fast Computing,Gabriele Morra,https://bookshop.org//books/pythonic-geodynamics-implementations-for-fast-computing-9783319556802/9783319556802,$159.99,$159.99
1653,Image Operators: Image Processing in Python,Jason M. Kinser,https://bookshop.org//books/image-operators-image-processing-in-python/9781498796187,$129.95,$129.95
1654,Python for Cybersecurity: Automated Cybersecurity for the...,Edrick Goad,https://bookshop.org//books/python-for-cybersecurity-automated-cybersecurity-for-the-beginner/9798737011895,$19.99,$19.99
1655,Thinking in Pandas: How to Use the Python Data Analysis...,Hannah Stepanek,https://bookshop.org//books/thinking-in-pandas-how-to-use-the-python-data-analysis-library-the-right-way/9781484258385,$37.99,$34.95
1656,Nano - Python Programming Language for Automation,"Naveen Kumar Jagadapura, Prasad Puthiyillam,  et al.",https://bookshop.org//books/nano-python-programming-language-for-automation/9786139958061,$65.00,$65.00
1657,El Humor de Monty Python,Adolfo Perez Agusti,https://bookshop.org//books/el-humor-de-monty-python/9788496319455,$12.00,$12.00
1658,Python for Beginner: The Complete Guide 2020,Jhonny Terry,https://bookshop.org//books/python-for-beginner-the-complete-guide-2020/9798699589838,$9.99,$9.99
1659,Python for data analysis: Tutorial for beginners,Eric Marston,https://bookshop.org//books/python-for-data-analysis-tutorial-for-beginners/9781077024274,$24.99,$24.99
1660,Understanding Python: Beginner's Guide to Programming,Sabry Fattah,https://bookshop.org//books/understanding-python-beginner-s-guide-to-programming/9798584868826,$9.99,$9.99
1661,Python Royal: Informations Etonnantes & Images,Pam Louise,https://bookshop.org//books/python-royal-informations-etonnantes-images/9798729608508,$9.99,$9.99
1662,Practical Social Network Analysis with Python,"Krishna Raj P. M., Ankith Mohan,  et al.",https://bookshop.org//books/practical-social-network-analysis-with-python/9783319967455,$169.99,$169.99
1663,Soft Computing and Machine Learning with Python,,https://bookshop.org//books/soft-computing-and-machine-learning-with-python/9781773615004,$160.00,$160.00
1664,Ball Python: Amazing Facts & Pictures,Pam Louise,https://bookshop.org//books/ball-python-amazing-facts-pictures/9798729604715,$9.99,$9.99
1665,Building Web Applications with Python and Neo4j,Sumit Gupta,https://bookshop.org//books/building-web-applications-with-python-and-neo4j/9781783983988,$41.99,$41.99
1666,Hands-on Natural Language Processing with Python,Rajesh Arumugam and Rajalingappaa Shanmugmani,https://bookshop.org//books/hands-on-natural-language-processing-with-python/9781789139495,$47.99,$47.99
1667,"Python by Design: Ready, Set, Code",Randall Nagy,https://bookshop.org//books/python-by-design-ready-set-code/9798682748563,$14.95,$14.95
1668,Python Programming - the fundamental programming concepts,"Pitone Porogam, Chaen Zito,  et al.",https://bookshop.org//books/python-programming-the-fundamental-programming-concepts/9798748353038,$35.99,$35.99
1669,Quantitative Portfolio Management: With Applications in Python,Pierre Brugière,https://bookshop.org//books/quantitative-portfolio-management-with-applications-in-python/9783030377397,$59.99,$59.99
1670,Introduction to Gravitational Lensing: With Python Examples,Massimo Meneghetti,https://bookshop.org//books/introduction-to-gravitational-lensing-with-python-examples/9783030735814,$79.99,$79.99
1671,Statistical Application Development with R and Python,Prabhanjan Narayanachar Tattar,https://bookshop.org//books/statistical-application-development-with-r-and-python/9781788621199,$59.99,$59.99
1672,Doc Savage #2: Python Isle,Will Murray,https://bookshop.org//books/doc-savage-2-python-isle/9781520021812,$24.99,$22.49
1673,"Python GeoSpatial Development, Third Edition",Erik Westra,https://bookshop.org//books/python-geospatial-development-third-edition/9781785288937,$59.99,$59.99
1674,Hacking/Python: 2 Books in 1:,Cyberpunk Architects,https://bookshop.org//books/hacking-python-2-books-in-1/9781545444191,$21.47,$21.47
1675,Zekeye Et Le Serpent Python,Nathalie Dieterle,https://bookshop.org//books/zekeye-et-le-serpent-python/9782012244290,$42.95,$39.51
1676,Raspberry Pi Cookbook for Python Programmers,Tim Cox,https://bookshop.org//books/raspberry-pi-cookbook-for-python-programmers/9781849696623,$53.99,$53.99
1677,How to Promenade with a Python (and Not Get Eaten),Rachel Poliquin and Kathryn Durst,https://bookshop.org//books/how-to-promenade-with-a-python-and-not-get-eaten-9780735271746/9780735271746,$8.99,$8.27
1678,Computer Programming: The Bible: Learn From The Basics to...,Cyberpunk Architects,https://bookshop.org//books/computer-programming-the-bible-learn-from-the-basics-to-advanced-of-python-c-c-c-html-coding-and-black-hat-hacking-step-by-step-in-9781727521900/9781727521900,$14.95,$14.95
1679,Machine Learning in the Oil and Gas Industry: Including...,"Yogendra Narayan Pandey, Ayush Rastogi,  et al.",https://bookshop.org//books/machine-learning-in-the-oil-and-gas-industry-including-geosciences-reservoir-engineering-and-production-engineering-with-python/9781484260937,$34.99,$32.19
1680,Programación con Python: Consejos y trucos para programar con...,Robert C. Matthews,https://bookshop.org//books/programacion-con-python-consejos-y-trucos-para-programar-con-python-utilizando-los-principios-y-teorias-de-la-programacion-en-python/9798598289754,$19.99,$19.99
1681,Reticulated Python Care Guide: Reticulated Python Care Guide:...,Joe William,https://bookshop.org//books/reticulated-python-care-guide-reticulated-python-care-guide-the-complete-guide-on-everything-you-need-to-know-about-reticulated-python/9798587945234,$6.99,$6.99
